# Puzzles from the Lichess puzzle database (CC0), chosen by python/puzzles.py.
# id<TAB>fen<TAB>moves (UCI; the first is the opponent's)<TAB>rating<TAB>themes
Eb0Fg	r3k1nr/pp2bppp/8/1QNq4/3p4/8/PPP2PPP/R3K1NR b KQkq - 3 13	e8d8 c5b7 d8c7 b5d5	1085	discoveredAttack middlegame
xfMWg	r2qk1nr/pp3pbp/3pp1p1/2p5/3nP3/2NPBN1P/PPPQ1PP1/R3K2R w KQkq - 3 12	f3d4 c5d4 e3d4 g7d4	1086	fork middlegame
ekgQm	r4rk1/1p3ppp/p7/3Pp1q1/2B5/2N1PP2/PPQ4P/R5K1 w - - 1 20	g1f2 g5h4 f2g2 h4c4	1087	fork middlegame
4HDuP	1rQk1b1r/pP1Bpppp/3p1n2/2pP4/4P3/8/PP3P1P/RNB1K2b b Q - 4 14	b8c8 b7c8q	1088	advancedPawn mate mateIn1 middlegame promotion
NrDQd	1k4K1/p5R1/8/8/8/2P5/1r6/8 w - - 2 50	g8f7 b2b7 f7f6 b7g7	1090	endgame rookEndgame
7UAV4	3r2r1/n1p2p1k/1p4b1/p2P2R1/P4PRP/1BP5/6P1/6K1 b - - 0 29	g6e4 g5h5	1091	mate mateIn1 middlegame
nEqMn	2r3k1/p6p/2p3pb/2PbB3/3P3q/5p1P/P4P1K/1R1Q1R2 w - - 2 28	d1d3 h6f4 e5f4 h4f4	1091	middlegame
kzBeI	6k1/1p3p2/p4N2/4P3/P2P1p2/1b3q2/5P1Q/4K3 b - - 3 47	g8f8 h2h8 f8e7 h8e8	1092	endgame mate mateIn2
9oBoP	5k2/1P1R4/6p1/p4p2/4n3/r7/7P/4K3 b - - 2 52	a3a1 d7d1 a1d1 e1d1	1092	endgame
IYesS	2r3k1/pQ3ppp/8/2p5/2P3b1/PP2P3/6PP/q4RK1 b - - 1 19	a1a3 b7f7 g8h8 f7f8 c8f8 f1f8	1093	backRankMate endgame mate mateIn3 sacrifice
tQx2K	2r2rk1/1p3ppp/pB1bpq2/3n4/3P4/3B1NP1/PP4KP/R2Q1R2 w - - 7 19	f3e5 d5e3 g2g1 e3d1 f1f6 g7f6	1093	fork middlegame
6xX0n	2r3k1/5p2/R7/3PP1p1/1r5p/5P2/2p3P1/2R3K1 w - - 0 38	g1f2 b4b1 a6a8 c8a8	1094	endgame rookEndgame
ZU9MG	8/1p3P1K/6P1/2b2k2/8/p7/8/8 b - - 1 61	f5f6 g6g7 f6f7 g7g8q	1095	advancedPawn endgame promotion
mcS6q	8/6kP/6P1/5K2/2p5/1p6/1P6/8 w - - 0 48	f5e4 c4c3 h7h8q g7h8 b2c3 b3b2	1096	advancedPawn endgame pawnEndgame
VLbXv	k1r5/p4pp1/4p3/1R2P3/P1bP2Q1/4P1P1/3KBq2/8 b - - 12 35	c4e2 g4e4 c8c6 e4c6	1098	endgame mate mateIn2
HJz7t	8/4R2p/6pk/8/2r1b1P1/3p3P/8/5RK1 w - - 0 31	f1e1 d3d2 e1d1 c4c1 g1f2 c1d1	1098	advancedPawn endgame pin
tyh7z	2r4k/1Q5p/6p1/p3q3/4P3/7P/6P1/5R1K b - - 1 40	e5c7 f1f8 c8f8 b7c7	1100	deflection endgame
EFT9X	8/5ppp/4p3/4PP2/1p4P1/1k2P3/1P1RK2P/1r6 w - - 3 36	e3e4 b1b2 d2b2 b3b2 f5e6 f7e6	1102	endgame rookEndgame
xPikw	2k5/2P5/8/2N5/p7/1p2P3/r7/2R3K1 w - - 0 37	e3e4 b3b2 c1b1 a2a1 c5a4 a1b1	1110	advancedPawn endgame pin
shrRG	1R6/5pp1/k1p1p2p/2P1Pb2/r2p4/8/3B1PP1/6K1 b - - 1 41	a4a2 b8a8 a6b5 a8a2	1110	endgame skewer
QzTJN	r4rk1/pp3pNp/8/2p1b3/3pBq2/3P1P1P/PPP3RP/6RK b - - 0 26	e5g7 g2g7 g8h8 g7h7	1111	kingsideAttack mate mateIn2 middlegame
2WKE5	3r3r/p1pq1kpp/4p3/1p6/2BRQ3/8/PPP2PPP/2K4R b - - 0 16	d7d4 e4e6 f7f8 e6f7	1112	endgame mate mateIn2
HTxrB	rnbq1rk1/p4ppp/2p1pb2/1p2N3/3P1P2/2NB4/PP3PPP/R2Q1RK1 b - - 1 11	d8d4 d3h7 g8h7 d1d4	1122	discoveredAttack kingsideAttack middlegame
8xqdG	4r3/5p2/5k2/8/P5R1/6p1/5bP1/R6K w - - 1 34	a1f1 e8h8 g4h4 h8h4	1123	endgame mate mateIn2
2iWqc	r1b1k2r/pp3ppp/2pb4/q2p4/3Pn3/P1N1PN1P/1PQ1BPP1/R3K2R w KQkq - 1 13	b2b4 d6b4 a3b4 a5a1	1124	middlegame
ueycN	rr6/p4p1k/4p2p/3p4/4p3/2P3QP/PPK2RP1/6q1 b - - 3 31	b8g8 f2f7 h7h8 g3e5 g8g7 e5g7	1127	endgame mate mateIn3
3ciq8	r2qk2r/1b2ppbp/p5p1/1p1nN3/3B4/P1N2Q2/1PP2PPP/R4RK1 b kq - 2 15	d5c3 f3f7	1130	mate mateIn1 middlegame
za2K0	r4rk1/ppp3pp/2nb1pq1/3p1n2/3P4/2P1B3/PP3PBN/RN1QR1K1 w - - 6 16	d1g4 d6h2 g1h2 g6g4	1130	kingsideAttack middlegame
rNWdv	r2r4/pp3kpn/5b1p/2qN3Q/8/8/PP3PPP/R5K1 b - - 3 22	f7g8 d5f6 h7f6 h5c5	1133	discoveredAttack middlegame
c1I2y	r2qrkn1/1pp3pn/p5bQ/8/3P4/1BP4P/P4PP1/R1B1R1K1 w - - 1 21	h6g6 e8e1 g1h2 d8d6	1133	hangingPiece kingsideAttack middlegame
yskAv	r3k1nr/ppp1q1pp/3b4/3pnb2/1P3B2/2P2N2/P4PPP/RN1QKB1R w KQkq - 2 10	f4g5 e5f3	1137	doubleCheck mate mateIn1 opening
qRFQB	r4rk1/pp3ppp/8/2bP4/3npn2/P4b1P/1P1PNPP1/R1BQKB1R w KQ - 1 15	g2f3 f4d3	1137	mate mateIn1 middlegame smotheredMate
O41ow	8/1p1r4/1p4pp/6k1/P2p2P1/5RKP/8/8 b - - 1 42	d4d3 h3h4	1138	endgame mate mateIn1 rookEndgame
ZV3pY	8/6pk/p3Q2p/1p1p4/3Pnq2/2P2N2/PP4PP/6K1 w - - 3 37	g1h1 f4c1 f3e1 c1e1	1138	backRankMate endgame mate mateIn2
z6WvS	1r4k1/4rp2/3Np2q/1p4p1/pPpP1nP1/P1P2QKP/4R3/4R3 w - - 3 40	e2h2 h6h4	1139	mate mateIn1 middlegame
NRzrS	5r2/5rk1/1p5p/3Pp3/2P3p1/1R1Q1P1q/3N3P/5R1K w - - 0 39	f3g4 f7f1 d2f1 f8f1 d3f1 h3f1	1140	mate mateIn3 middlegame
jsH7a	r3r1k1/p1pb1p2/2pq1n1Q/3p2N1/8/3B3P/PPP2PP1/R5K1 b - - 2 19	f6e4 h6h7 g8f8 h7f7	1141	kingsideAttack mate mateIn2 middlegame
GxJ3k	8/1kp5/p1N5/1pQP4/2p5/P1K2q2/8/8 w - - 30 73	c3b4 f3b3 b4a5 b3a4	1143	endgame mate mateIn2
uEEW8	4rrk1/1pp2pp1/p1nb3p/8/1P1P4/P3PNq1/1B2B3/2RQ1R1K w - - 3 21	f1g1 g3h3 f3h2 h3h2	1145	kingsideAttack mate mateIn2 middlegame
JY2hU	5rk1/3Q2pp/4p3/3p4/1p1Pp3/7q/PP2R2b/4R2K w - - 0 31	e2h2 f8f1 e1f1 h3f1	1148	endgame mate mateIn2
pbxR9	3r4/5p2/p5k1/P4p1p/1pK2Pq1/2p1Q3/5P1P/R7 b - - 4 38	g4g2 e3b6 g6h7 b6d8	1148	endgame fork
TJajO	8/8/6k1/8/8/6p1/3K3p/1R6 w - - 0 61	d2e2 g3g2 e2f2 h2h1q	1149	advancedPawn endgame promotion rookEndgame
yzA6P	r2n4/ppk5/3q4/2p5/4R3/2P5/PPP2QPP/6K1 b - - 3 35	d8e6 f2f7 d6d7 f7e6 d7e6 e4e6	1150	endgame
WWoeK	8/4pR2/1r2b3/p3r1kp/R7/1B6/1PP5/1K6 w - - 0 39	f7e7 e5e1 b1a2 e6b3 c2b3 e1e7	1150	discoveredAttack endgame
tkE5B	3r1k2/1bp2p2/pp3bp1/4N2p/P4P1P/2P3K1/1PB1RP2/8 b - - 0 27	d8e8 e5d7 f8g7 e2e8	1151	deflection discoveredAttack endgame fork
1uJfU	4r2k/7p/5npB/5P2/bp5P/p1bP2R1/2P2P2/2R2K2 b - - 0 33	g6f5 h6g7 h8g8 g7f6 g8f7 f6c3	1152	discoveredAttack middlegame
tGd3v	4r3/p5pp/8/6kP/2prPRP1/8/PP1PK3/R1B5 w - - 1 28	e2e3 d4d3 e3e2 g5f4	1152	deflection endgame
1JJBT	5rk1/p4ppp/1p6/4b3/qPr5/P2BPQP1/K6P/3R4 w - - 0 25	d3c4 a4c2	1155	endgame mate mateIn1
hPKRH	8/1ppb2k1/p2p2p1/3P1pN1/1PPK1P2/6P1/P7/8 b - - 2 36	b7b6 g5e6 d7e6 d5e6 g7f6 d4d5	1156	endgame
JC0ch	5rk1/1R3N1p/p5p1/P5Nn/1b6/8/1P2K3/8 b - - 6 41	b4a5 f7h6 g8h8 b7h7	1160	discoveredAttack endgame mate mateIn2
jsU0j	7k/b1Bb1p1p/p4p2/1p3P2/1PP3Pq/3PrQ1P/1P4B1/R2R3K w - - 3 29	f3f4 e3h3 f4h2 h3h2	1160	kingsideAttack middlegame
XzOQ8	8/1p1k4/p7/4b2p/P1q5/3R3P/3BK3/5R2 b - - 7 38	d7c6 f1c1 c4c1 d2c1	1161	endgame pin
WXTBU	6k1/5p2/2P5/p2p1Qp1/P2B2P1/1r4q1/8/3R2K1 w - - 1 37	g1f1 b3f3 f5f3 g3f3	1163	endgame fork
hXAFv	8/R7/3k4/2N5/3pK3/3P4/PPP2r1b/8 w - - 1 37	b2b4 f2f4	1164	endgame mate mateIn1
k3Cmf	r1b1r1k1/pppp1ppp/5q2/3n4/1b1P4/1PNB4/PBPQ1PPP/R4K1R b - - 2 14	f6d4 d3h7 g8h7 d2d4	1165	discoveredAttack kingsideAttack middlegame
J7Wvl	R7/5pk1/p3p3/5p1p/8/P4P2/1P3P1r/5K2 b - - 3 32	h5h4 f1g1 h2h3 g1g2 h3f3 g2f3	1165	endgame rookEndgame trappedPiece
YeeXK	1r5k/p1p2Qb1/4r1p1/4p1N1/4P1pP/1PqpB1P1/P7/3K3R w - - 1 29	g5e6 c3c2 d1e1 c2e2	1173	mate mateIn2 middlegame
I1BVC	r2qr1k1/pp2np1p/3p2pB/b3N3/4N1b1/2PBP3/PP3PPP/R2Q1RK1 b - - 0 13	g4d1 e4f6 g8h8 e5f7	1176	deflection fork mate mateIn2 middlegame
xhjDP	r1q1n1kr/1bp1p2p/p2pNnpQ/1p1P4/4P2P/2N5/PPP2PP1/R3K2R b KQ - 0 15	f6g4 h6f8	1177	mate mateIn1 middlegame
NcIlv	r1bq1nk1/pp3r1p/2n1pbpB/3p4/3P4/P2B1N2/1PQ1NPPP/R4RK1 w - - 2 15	f3g5 f6g5 h6g5 d8g5	1177	middlegame
aVUFV	1r1qk1nr/p4ppp/3b4/4n3/4Q3/4P3/1P3PPP/RNB1KBNR w KQk - 2 12	e4d5 d6b4 d5d2 b4d2	1178	opening
ayW4P	8/5p2/2p3p1/3k2P1/p1pP2P1/PpP1K3/1P6/8 b - - 3 44	c6c5 d4c5 d5c5 e3e4 c5d6 e4d4 d6e6 d4c4	1179	endgame pawnEndgame
KX4em	3R2k1/p1p3p1/8/2p5/5PqP/6P1/Pr6/5QK1 b - - 1 37	g8h7 f1d3 g4g6 d8h8 h7h8 d3g6	1179	deflection endgame
YU50o	r1b4k/1p6/p4r2/2pPQ2B/2PpP3/3R3P/Pq2KP2/6R1 w - - 0 30	d3d2 d4d3 e2d3 b2e5	1180	discoveredAttack middlegame pin
jdb0Z	r3r1k1/pp3ppp/2p5/3b4/3B2q1/5N2/P4PPP/2QR1RK1 w - - 4 22	d1d3 d5f3 d3f3 g4d4	1180	capturingDefender middlegame pin
NITGK	2r3k1/5ppp/5n2/1p6/2qbP3/5P2/1B1Q2PP/1NR3K1 w - - 0 31	d2d4 c4d4 b2d4 c8c1	1181	discoveredAttack middlegame
GBGBf	r7/2q4k/p2p3p/1p1Q1p2/P1p3n1/2P3P1/6KP/2N1R3 b - - 1 31	a8d8 d5f5 h7h8 f5g4	1182	endgame fork
xuso5	r3kb1r/pppqpppp/2n2n2/5b2/Q1pP4/5NP1/PP2PPBP/RNB2RK1 b kq - 1 7	c6d4 a4d7 f5d7 f3d4	1183	intermezzo opening
fFHcT	2r2rk1/1b4p1/3q3p/pB1P1P2/P3Q3/1p5P/1P4PK/2R2R2 w - - 1 31	e4f4 d6f4 f1f4 c8c1	1183	middlegame
3DCfS	8/3RN1kp/p5p1/1p3p2/4nP2/P6P/1r4P1/6K1 b - - 1 30	g7h6 e7g8 h6h5 d7h7	1185	deflection discoveredAttack endgame mate mateIn2
RRFgF	r6k/4pp1P/3p3B/2pP4/pr2P1b1/N1K2N2/2PR2P1/2n2B1R w - - 8 28	f1d3 c1a2	1185	mate mateIn1 middlegame
C5IZ5	2r5/3N1P2/8/8/1p1B4/p2KP2P/k7/8 w - - 0 56	f7f8q c8f8 d7f8 b4b3 d3c4 b3b2	1186	advancedPawn endgame
GisO9	3r4/pb1r2kp/1p4p1/3p4/8/1P1R2P1/P4PBP/3R2K1 w - - 2 28	g1f1 b7a6 f1g1 a6d3	1186	endgame pin
4h63y	3r2k1/p1qr1pb1/2p1b1p1/2Bnp1Pp/2B1N3/5P2/PPP2Q1P/2KR3R w - - 2 20	c5a7 c7a7 f2a7 d7a7	1190	middlegame
oSu4k	1Q6/8/p4R2/4n3/6P1/6kP/6rr/6K1 w - - 1 46	g1f1 h2h1	1193	endgame mate mateIn1
E7Y1u	3rr1k1/pppq1pp1/2n2b1p/1B1Q1P2/8/2N5/PPP2PPP/3R1RK1 b - - 2 15	f6c3 d5d7 d8d7 d1d7	1193	middlegame
x71bC	8/5p1P/2Q5/3p4/1k1P4/3K1P2/rq6/3RR3 w - - 0 45	d1b1 a2a3 c6c3 a3c3	1197	endgame mate mateIn2
c8JvE	rn5r/ppk1P3/2p2P1p/q2p2p1/1b1P2P1/2NQB2B/PnP4P/1K1R3R w - - 0 20	b1b2 a5a3 b2b1 b4c3 d3c3 a3c3	1198	deflection middlegame
ZIXYZ	2kr3r/ppp1qppp/2nb4/3Q4/8/5N2/PPP1BPPP/R1B1K2R w KQ - 1 11	a2a3 d6b4 a3b4 d8d5	1201	discoveredAttack middlegame
tTR9B	8/p1p3pk/1p5p/3P1r2/2P1Q1bq/P3R1nP/1B4P1/6K1 w - - 1 31	e4g4 f5f1 g1h2 f1h1	1201	endgame mate mateIn2
5bCUU	8/p7/2p2k2/b1p2rpp/2P5/1P1N2P1/P4RK1/8 w - - 2 43	d3c5 f5f2 g2f2 a5b6	1201	endgame pin
H2nWn	1r3r1k/8/5bpP/ppq5/2p2BQ1/P1P5/6P1/R4R1K b - - 3 32	c5h5 g4h5 g6h5 f4b8	1204	middlegame
COUSD	rn2k2r/p3qpb1/1pp3p1/3p3p/3P2n1/2PB1K2/PP1NN2P/R1BQ3R w kq - 0 13	h2h3 e7e3 f3g2 e3f2	1207	fork mate mateIn2 opening
Ji0wa	8/p4pk1/Pp3q2/6r1/3P2Q1/7R/1P3P1P/7K w - - 4 40	g4h4 f6c6 f2f3 c6c1 h4e1 c1e1	1208	endgame mate mateIn3
b8Qr5	8/RP4p1/6kp/4p3/pP5P/P3r3/5nPK/8 w - - 0 39	b7b8q f2g4 h2g1 e3e1	1209	endgame mate mateIn2
uc1kB	2r3k1/1p1np1bp/4P1p1/p4bP1/P1PQ1N2/1P3q2/1B6/2K1R3 b - - 0 33	f3b3 d4g7	1210	kingsideAttack mate mateIn1 middlegame
ClOxE	r5k1/ppq3p1/4p1rp/8/4Qp2/2P3PP/PP3P2/3RR1K1 b - - 0 25	f4g3 e4g6 g3f2 g1f2	1211	endgame hangingPiece
ioPM7	r3r1k1/2q2nbp/1pP3p1/1B2p1p1/8/1Q6/5PPP/1R1R2K1 b - - 6 27	g8h8 d1d7 c7d7 c6d7	1211	advancedPawn middlegame
eGrX5	2r2rk1/4bppp/p2p4/Np2p1P1/1Q2P2P/1PNK1P2/3R3R/2q5 w - - 4 26	d2d1 c8c3 b4c3 c1d1	1217	middlegame
s3cm7	5rr1/ppp1Q1qk/8/2P5/3P1Rpp/3B4/PP6/6K1 b - - 4 32	h7h8 e7h4 g7h6 h4h6	1218	endgame mate mateIn2
Ib5tB	8/p4r1p/1kp1R3/2N2n2/1P4p1/2P5/1P3PP1/5K2 w - - 4 31	e6e4 f5g3 f1g1 g3e4	1219	endgame pin
FgLfZ	r5k1/1p3pp1/2p1p2p/2r1P2P/4bPP1/1Pb1N3/K1P1B3/2QR2R1 w - - 1 29	c1a3 a8a3 a2a3 c5a5	1220	attraction mate mateIn2 middlegame
LQKHl	3q1rk1/5ppp/p7/1rb5/5B2/8/PQP3PP/R4R1K w - - 0 23	b2c3 c5d4 c3g3 d4a1	1220	middlegame skewer
GAFng	3q2k1/3P1pp1/1N5p/p7/2pQn3/5b2/PP1R1P1P/6K1 w - - 6 28	d2c2 d8g5 g1f1 g5g2 f1e1 g2g1	1221	endgame mate mateIn3
qUyaG	rnb1k2r/p4pp1/2p5/4p2p/1p2P1n1/1B1PqNK1/PPP1N1PP/R2Q1R2 w kq - 0 13	h2h3 h5h4	1226	mate mateIn1 middlegame
8FRyh	6k1/4bp1p/2q1p1p1/p7/3P4/1PpN2P1/P3QP1P/6K1 w - - 0 29	d3e5 c3c2 e5c6 c2c1q e2f1 c1c6	1227	advancedPawn endgame fork promotion
j3pgr	Rr1q2k1/2r1bp1p/3p2pB/3Qp3/4P1P1/Rp3P1P/8/1K6 b - - 3 43	b3b2 a8b8 d8b8 a3a8 c7c8 a8b8	1232	attraction clearance middlegame pin
HP5HF	Q2r3r/1ppk1ppp/3bb3/1B6/8/2N4q/PP3n2/2KRR3 b - - 4 21	d7e7 c3d5 e7f8 a8d8	1235	deflection mate mateIn2 middlegame
EDs1L	1k1r1b1r/p1p1q1pp/Qn3p2/N2p1b2/4p3/2P3P1/PP4P1/2KR2NR b - - 3 23	f5c8 a5c6 b8a8 a6a7	1237	fork mate mateIn2 opening
MGlUy	3qk2r/p4ppp/1p2pn2/2rpN3/2P5/3Q3P/P1P2PP1/R3R1K1 b k - 0 16	d5c4 d3d8 e8d8 e5f7 d8e7 f7h8	1240	attraction fork middlegame
9yBYw	5rk1/5ppp/2p5/3ppb2/q7/3P4/PKP4P/R1B1QR2 w - - 0 25	a2a3 f8b8 e1b4 b8b4 a3b4 a4b4	1242	middlegame
hocfI	r4b1r/ppp3pp/5k2/4p3/3n4/3P4/PPP2PPP/RNB1K2R w KQ - 1 12	b1a3 f8a3 b2a3 d4c2 e1d2 c2a1	1242	capturingDefender fork middlegame
XB9Pj	1r1k4/p1pq2pp/3b4/8/4Q1n1/2N3P1/PB3r1P/R3R1K1 b - - 1 20	b8b2 e4a8 d7c8 e1e8 d8e8 a8c8	1244	attraction clearance deflection middlegame
eJMm9	r5k1/p5p1/2p2q1p/1p2PpbQ/4p3/4P3/PP3P2/2K3RR b - - 0 25	f6e5 g1g5 h6g5 h5h8 g8f7 h8a8	1247	endgame sacrifice skewer
em2Cy	r1b2rk1/1pN1Rpp1/p2p3p/5Pn1/6P1/2PP3P/Pq6/R2Q2KB w - - 0 23	c7a8 g5h3 g1f1 b2f2	1249	kingsideAttack mate mateIn2 middlegame
iv5Yx	4r3/2k2pp1/2p3b1/PpP3Pp/3b3P/P1Np1B2/3K1P2/5R2 b - - 0 28	e8a8 c3b5 c6b5 f3a8	1250	endgame
fHaWe	r4bkr/5bpp/p7/qppN2Q1/2B5/4P3/PPP2PPP/2KR3R b - - 1 18	b5c4 d5f6	1253	mate mateIn1 middlegame pin smotheredMate
cKEOH	1kr3r1/p3q3/PpQ2n2/4B3/2P5/8/1P3PPN/4R1K1 b - - 0 31	e7e5 c6b7	1253	mate mateIn1 middlegame
mnAOR	2b5/1n1p1p1k/1B2rrpp/p1P1R3/1p2B3/1P3PP1/PK5P/5R2 w - - 2 31	e5d5 e6e4 f3e4 f6f1	1256	middlegame
LLBjR	2k3r1/p1p1bpr1/1p1p1p1p/3P1q2/PPPQ4/5B1P/5PPK/R5R1 w - - 3 20	f3g4 g7g4 h3g4 g8g4 d4g4 f5g4	1258	middlegame
1rkaX	8/5p1p/5Nk1/2p1PnP1/2P2K2/p7/P3R1P1/1r6 w - - 3 39	g2g4 b1f1 f4e4 f5g3 e4d3 g3e2	1258	endgame fork
ZVJNL	r2qr1k1/pp2bp2/2b1pn1Q/3n2N1/3P3P/P1N5/1P3PP1/RB2K2R b KQ - 2 17	e7f8 b1h7 f6h7 h6h7	1261	kingsideAttack mate mateIn2 opening
SUiMN	r5k1/2Q2p2/bpn2Pp1/p4q2/8/PB4B1/1p4PP/4R1K1 b - - 0 29	b2b1q c7f7 g8h8 f7g7	1265	mate mateIn2 middlegame
wbkQ7	r1b2knr/pppp4/n3p1Qp/1N4q1/3PPR2/5K2/P3BPP1/6N1 b - - 4 17	f8e7 g6f7 e7d8 f7f8	1265	mate mateIn2 middlegame
kSNaj	5rk1/6p1/2q1n2p/1pp1r3/4B2P/1P6/P1Q2P2/2R1R1K1 b - - 0 29	c6b6 e4h7 g8h8 e1e5 e6d4 c2c5	1266	discoveredAttack middlegame
TOfSt	4k3/pp5p/2p3n1/6P1/1b1p1P2/2NP3K/PP1B4/8 w - - 0 30	c3e4 b4d2 e4d2 g6f4 h3g4 f4d3	1266	capturingDefender endgame exposedKing
v01ku	8/1Pk5/8/2K2p1p/1N3P1P/6P1/8/r7 w - - 1 61	b4c2 a1c1 c5d4 c1c2	1273	endgame pin
WemXD	6rk/p3qpbp/1pp2N2/5P2/3P2Q1/2P5/PP3KRP/4r3 w - - 2 30	f6g8 e7e3	1274	endgame mate mateIn1
hPysQ	rnbq1bnr/pppp1ppp/3kp3/8/1QPPP3/5N2/PP3PPP/RNB1KB1R b KQ - 4 6	c7c5 b4c5	1276	mate mateIn1 opening
nfNO8	r2qkb1r/ppp2ppp/3p1n2/4pb2/1nP5/1PN1P3/PB1PNPPP/R2QKB1R w KQkq - 5 7	e3e4 b4d3	1278	mate mateIn1 opening smotheredMate
ugAjX	8/8/8/p2rp3/R7/3k1PK1/P7/8 w - - 7 47	g3g4 d5d4 a4d4 e5d4	1280	endgame rookEndgame
XuUXo	3r1r2/1p3pk1/1Npp3R/p4Pp1/3n2P1/7R/PP4K1/8 b - - 2 32	f8h8 f5f6 g7g8 h6h8	1282	endgame mate mateIn2
TmVy1	6B1/4k1B1/1p2n1p1/2b4p/P5PK/8/2P5/8 w - - 2 37	g7b2 c5f2 h4h3 e6f4 h3h2 h5g4	1284	deflection endgame
WhEyw	rn2k2r/ppq2ppp/2pnp3/6N1/2B5/3P1Q1P/PPP2PP1/R3K2R w KQkq - 0 12	c4b3 c7a5 c2c3 a5g5	1284	fork middlegame
Rd55o	7b/1pr2p1k/4p1rP/3pP1p1/3P2N1/P2QP3/2q5/R2R2K1 w - - 1 35	a1c1 c2d3 d1d3 c7c1	1285	discoveredAttack middlegame
Kk9no	3Q4/3P1rk1/p5p1/1p5p/8/P6R/4q1PP/3R2K1 w - - 1 39	h3d3 e2f2 g1h1 f2f1 d1f1 f7f1	1288	backRankMate endgame mate mateIn3 sacrifice
LExk2	r3k1nr/p3Pp1p/6p1/8/2B2b2/2K5/PP4PP/n1B1R3 b kq - 3 20	f4c1 c4b5	1288	mate mateIn1 middlegame
Z031u	r2q1rk1/1b2bppN/p1n1pn2/1p6/1P2PP2/2NPp2R/B1P3PP/1R1Q2K1 b - - 0 17	f6h7 d1h5 e7h4 h3h4 d8h4 h5h4	1288	middlegame
UogXH	1r1r2k1/5pp1/p2Qb2p/4N1q1/2P5/1P1P4/P4PPP/R3R1K1 w - - 1 22	e5f3 d8d6 f3g5 h6g5	1290	middlegame
VQTa8	2r3k1/6pp/4p3/p1r5/1bN2P2/1P3qP1/PQ2R2P/1K1R4 w - - 0 33	d1d7 f3f1 b2c1 f1e2	1292	deflection middlegame
60UC7	8/p2R3p/1p2P1pk/8/5P2/2Q1K1P1/P3P3/4r1q1 w - - 10 37	e3d2 e1d1 d2c2 d1c1 c2b3 c1c3	1292	endgame skewer
P8C06	r1bq1rk1/pp4pp/2pbpp2/3n2B1/3P4/5B2/PPPQ1PPP/2KR2NR w - - 0 13	g5h4 d6f4 d2f4 d5f4	1292	opening pin
dDBOe	7k/6pp/1p5N/1P1QP3/3p3P/p7/2PK1q2/6R1 w - - 1 33	d2d3 f2e3 d3c4 e3c3	1293	endgame fork mate mateIn2
wPGYv	4rr1k/p3p3/2p3Q1/8/2P5/1P6/P2q4/R4R1K b - - 4 31	f8g8 g6h5 d2h6 h5h6	1293	endgame mate mateIn2
1Fi4I	8/5k2/2n1Np2/5p1p/4K3/7P/6P1/8 w - - 0 44	e4f5 c6e7 f5e4 f7e6	1295	deflection endgame
VugTF	8/4pk2/3p1bpp/8/r1PP4/2RK1NPP/1p3P2/8 w - - 0 35	c3b3 a4a3 b3a3 b2b1q	1296	advancedPawn deflection endgame pin promotion
peYRb	8/2p5/pp5p/4k1p1/1PP3P1/P3K2P/8/8 w - - 0 37	b4b5 a6b5 c4b5 e5d5	1297	defensiveMove endgame pawnEndgame
Bemj1	2kr1bnr/ppp2ppp/8/4n3/6b1/2N1BN2/PPP2PPP/R2BK2R b KQ - 1 9	f8b4 f3e5 b4c3 b2c3	1299	hangingPiece opening
FthuA	r1b2r1k/pp2q1pB/2p5/3p3Q/3P4/7P/PP1n1PP1/R5KR b - - 6 18	f8f6 h7g6 h8g8 h5h7 g8f8 h7h8	1299	discoveredAttack kingsideAttack mate mateIn3 middlegame
7KR8i	3n4/3P4/Pk6/1P6/6p1/6p1/6K1/8 b - - 2 58	d8e6 g2g3 e6d8 g3g4 b6b5 a6a7 b5c6 a7a8q	1299	advancedPawn endgame promotion
7YLLn	8/P1pkr3/2p1rp2/5Qp1/3P1b2/5q2/5P2/R1R2K2 w - - 3 29	a7a8q f3h1	1302	mate mateIn1 middlegame
sEHwz	N1b2k1r/pp3p1p/2np1np1/2b1p3/2B1P3/5Q2/PPPP1qPP/R1BK2NR w - - 0 10	a8c7 c8g4 c4e2 g4f3	1304	middlegame pin
88072	2r2rk1/pp3b1p/1qnp2p1/8/4P1N1/PP4P1/1Q3PB1/3R1RK1 b - - 3 24	b6b3 g4h6	1305	mate mateIn1 middlegame
yiV9P	2kr2nr/pppq2pp/3b4/4n3/Q3P3/2N2N2/PP3PPP/3R1RK1 w - - 0 14	f3e5 d7a4 c3a4 d6e5	1305	intermezzo middlegame
EvGT2	7k/1Q4p1/2p4p/8/4r3/2P5/PP3qPP/R6K w - - 3 26	a1g1 e4e1 b7c8 h8h7 c8f5 f2f5	1308	defensiveMove endgame
xGPB6	r3kb1r/2p2ppp/p1p2n2/3p4/4pP1q/1P2P3/PBPP2PP/RN1Q1RK1 w kq - 0 11	d2d3 f6g4 h2h3 g4e3	1310	middlegame
BJ9yi	r7/2pq1p1k/p1np1p1p/1p1BpNr1/4P3/P1PP4/2PQ1P1K/1R3R2 w - - 2 23	f2f4 g5h5 h2g1 a8g8	1310	middlegame
I0VRB	8/p6k/P4R2/4P2p/5pp1/4b3/2R3KP/3r4 w - - 1 38	h2h3 d1g1 g2h2 g4g3	1311	endgame mate mateIn2
