# Puzzles from the Lichess puzzle database (CC0), chosen by python/puzzles.py.
# id<TAB>fen<TAB>moves (UCI; the first is the opponent's)<TAB>rating<TAB>themes
j83Lz	3q1bnr/pQr2ppp/2N1pk2/8/6b1/4P3/PP1P1PPP/RNB1K2R w KQ - 7 13	c6d8 c7c1	842	hangingPiece mate mateIn1 middlegame
jaIyL	1br1k2r/1pqnn1pp/P3p3/3p1p2/3P4/P1NBP2P/3BQPP1/R1R3K1 w k - 1 18	a6b7 c7h2 g1f1 h2h1	843	kingsideAttack mate mateIn2 middlegame
TZvaZ	5k2/5p2/3N4/2p5/2P5/p5PP/1r6/2K5 b - - 2 47	a3a2 c1b2 a2a1q b2a1	844	endgame hangingPiece
Nv4Mo	r1bqkb1r/ppppnppp/8/1N1nP3/2B5/8/PPP2PPP/RNBQK2R b KQkq - 2 7	c7c6 b5d6	846	mate mateIn1 opening smotheredMate
JiDjD	2r5/4kppp/4p1n1/8/1N3P2/1p1R2P1/1P5P/6K1 b - - 0 28	c8b8 b4c6 e7f6 c6b8	849	endgame fork
QVzp6	r2r2k1/5p1p/1p2pp2/1N6/1P5P/P4qP1/2Q5/2RR2K1 w - - 0 30	c2f2 d8d1 c1d1 f3d1	853	middlegame
tUVEY	4k2r/ppp2ppp/2n1b3/2b5/6n1/1P6/PBP2PPP/RN2Q1K1 w k - 1 17	b1d2 c5f2 e1f2 g4f2	854	fork middlegame
ciG5B	2r2r1k/5p2/4qR2/7p/8/P6Q/1PP5/1K4R1 b - - 0 31	e6h3 f6h6	864	endgame mate mateIn1
kvgSf	r1bq1r1k/pp2b3/2p1pp1Q/3pn3/8/2PBP3/PP1N1PPP/R3K2R b KQ - 0 15	h8g8 h6h7	864	mate mateIn1 middlegame
aPy4J	r3k2r/4ppbp/6p1/1N1qn3/2p5/2Pb3P/1P1P1PP1/R1BQR1K1 b kq - 0 17	a8a1 b5c7 e8f8 c7d5	864	fork middlegame
Yjzmx	6k1/pp6/3Pp3/4b2p/5r2/5P2/P3nNPK/1R3R2 w - - 1 29	f2d3 f4h4	864	doubleCheck endgame mate mateIn1
odpx7	1r3r1k/p6p/5Pp1/8/2P1q3/2B2b2/PP3KPP/3R1B1R b - - 0 22	f3d1 f6f7 e4e5 c3e5	865	advancedPawn discoveredAttack mate mateIn2 middlegame
0MxPc	8/8/5kp1/r2p4/PN6/7P/4K1P1/8 b - - 0 46	f6e5 b4c6 e5e4 c6a5	866	endgame fork
mywxY	2r4k/pp2R2p/1qnp1rb1/5p2/2BP3Q/2P2N2/PP1N1PP1/2K5 b - - 0 20	c6e7 h4f6	868	hangingPiece kingsideAttack mate mateIn1 middlegame
JT8CO	7r/p2k1p2/bbpp4/5n2/5P1p/1N1N4/PPPB2PP/R3R2K w - - 6 21	a1d1 f5g3 h2g3 h4g3	869	discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice
i4CbM	1rbnkbnr/1p2pppp/p7/3NN3/2B5/8/PP3PPP/R1B1K2R b KQk - 0 10	f7f6 d5c7	870	mate mateIn1 opening
oR5e5	4r1k1/1b5p/1p1R2p1/p1n2r2/2P5/6B1/PPQ3BP/2R2q1K w - - 0 27	c1f1 f5f1	874	mate mateIn1 middlegame pin
ArImD	r5k1/pp6/1q4pB/3ppbPp/7P/1n3B2/PP1Q1P2/K2R3R w - - 3 24	a2b3 b6a6 d2a5 a6a5	875	mate mateIn2 middlegame
jMrV7	r4rk1/p1p2ppp/b1Q5/8/5P2/3P3n/PPP3PP/RNB2RqK w - - 6 17	f1g1 h3f2	876	mate mateIn1 middlegame smotheredMate
aamJS	8/1pr1rp2/6kp/1R1B4/4PK1P/8/8/8 b - - 0 43	g6h5 d5f7 h5h4 b5h5	876	doubleCheck endgame mate mateIn2
atQbi	6k1/p7/2p5/3p2p1/6Pb/P2QP3/2R2p2/1q1K4 w - - 1 42	c2c1 b1d3	878	endgame hangingPiece mate mateIn1
RCaLT	r4r1k/pp4pp/3p1qp1/2bB4/4P1P1/P6P/1PPB1P2/R2QK2R w KQ - 1 18	d2c3 f6f2	879	mate mateIn1 middlegame
MFVgP	7k/6p1/7p/p1b5/2P3qP/8/P4PB1/4Q1K1 b - - 3 36	g4h4 e1e8 h8h7 g2e4 h4e4 e8e4	883	endgame
f1Jfq	8/8/8/p6p/2N1Rpk1/3P4/6KP/r7 w - - 0 42	e4e2 f4f3 g2f2 f3e2	883	advancedPawn endgame fork
N0rpf	r5k1/4Bp1p/p5p1/Q1P1p3/4Pnq1/6P1/5PKP/1R3R2 w - - 3 33	g2h1 g4f3 h1g1 f4e2	883	mate mateIn2 middlegame
It0JZ	r2qkb1r/pp2npp1/2npb2p/2pN4/4P3/2P2N2/PPB2PPP/R1BQK2R b KQkq - 3 9	g7g5 d5f6	884	mate mateIn1 opening
f5O1P	7K/5k2/7p/8/7P/8/8/8 w - - 3 58	h4h5 f7f6 h8g8 f6g5 g8f7 g5h5 f7f6 h5g4	885	endgame pawnEndgame
jzwSj	2r2rk1/1b3pp1/p3pn1p/2bq4/P7/N2BB3/1P3PPP/R2Q1RK1 w - - 2 19	e3c5 d5g2	885	kingsideAttack mate mateIn1 middlegame
cPeeF	3r2k1/p5pp/1pN5/2p2r2/3PRp2/2P4P/qPQ2KP1/8 b - - 1 35	d8f8 c6e7 g8h8 e7f5	886	endgame fork
cC1AX	8/6p1/7p/8/8/4kPP1/7P/2K5 w - - 3 43	c1d1 e3f3 d1e1 f3g2	887	endgame pawnEndgame
0FAEh	8/1p2r2p/pk1R4/2p3P1/4p3/4Q3/Pq3PK1/8 b - - 1 41	b6c7 e3c5 c7b8 d6d8	887	endgame mate mateIn2
TECyD	r5k1/6pp/2qp1p2/n1p1p3/RpP5/1P1PB3/5PPP/Q5K1 b - - 5 27	g8f7 a4a5 a8a5 a1a5	887	endgame
g2BiN	1r2k1r1/5p1p/2bp1n2/2p1q3/2N5/2P4Q/Pb1BBPPP/4K2R b K - 10 24	e5e4 c4d6 e8e7 d6e4	890	fork middlegame
xNfdu	r2qkbnr/ppp1pppp/8/1P3b2/1n1B4/5N2/P1PPPPPP/RN1QKB1R w KQkq - 1 6	c2c3 b4c2 d1c2 f5c2	890	fork opening
p7X8Q	2Q5/pp2b1k1/1q3rp1/3Bp3/3p3P/6P1/P4P2/2R3K1 b - - 8 40	d4d3 c8g8 g7h6 g8h8	891	endgame mate mateIn2
1vosU	r1b1k2r/pp3ppp/3b4/3pN3/3P1P2/2nBBQ2/PP5q/2KR2R1 w kq - 0 17	b2c3 d6a3 c1b1 h2b2	892	mate mateIn2 middlegame
b8msd	8/1p1n1P2/4N3/k7/P6p/5K2/8/8 b - - 1 59	a5a4 e6c5 d7c5 f7f8q	894	advancedPawn deflection endgame promotion
KAsRb	8/1r3p1k/Q5pp/3pPp2/3q1P2/1p6/6PP/R6K w - - 0 34	a6b7 d4a1	895	backRankMate endgame hangingPiece mate mateIn1
KzpmU	1r1rk3/pN4Q1/8/4P3/8/8/P1p2PPP/2n1R1K1 w - - 0 30	e1c1 d8d1 c1d1 c2d1q	897	advancedPawn backRankMate endgame mate mateIn2 promotion
y0RTq	2r1r3/p4p1p/6pk/4Q3/5N1q/N1P2P2/PP4PP/R3R1K1 w - - 7 22	e5d4 e8e1 a1e1 h4e1	898	kingsideAttack mate mateIn2 middlegame
G0gCl	r2q1r1k/ppp3pp/1n2B3/2b5/6Q1/8/PPP2PPP/RNB1R1K1 w - - 1 14	b1c3 c5f2 g1h1 f2e1	898	fork opening
8rdzU	r3kb1r/pp1bpppp/2Np4/qB1N4/4n3/8/PPPB1PPP/R2QK2R b KQkq - 2 9	a5b5 d5c7	898	mate mateIn1 opening
9b3bM	q5k1/1bn2pp1/p2p1n1p/P2p1N2/3P4/3BPPQ1/6PP/6K1 b - - 1 31	a8d8 g3g7	899	kingsideAttack mate mateIn1 middlegame
B8XaJ	r1b2rk1/2p2ppp/p3pq2/8/3N3P/pP1B4/2PQ2P1/2KR3R b - - 0 16	f6d4 d3h7 g8h7 d2d4	902	discoveredAttack kingsideAttack middlegame
m8Tne	6k1/5p2/6pp/1p2rp2/4nQ2/1P6/P1q2PPP/4R1K1 w - - 0 33	f4e5 c2f2 g1h1 f2e1	904	backRankMate endgame fork mate mateIn2
Vq02t	4rrk1/ppp2pq1/1b4p1/6Qp/3nN2P/3B4/P1P2PP1/1R2R1K1 b - - 5 22	d4e6 e4f6 g8h8 f6e8	910	fork middlegame
4dZXW	6k1/6n1/7R/1p2Q2p/5pp1/7P/P5P1/3r3K w - - 1 39	h1h2 g4g3	914	endgame mate mateIn1
ciGjs	1r4k1/2n2p1p/3bp1p1/2Np4/1P1P4/1R2PN1P/4K1P1/8 b - - 4 33	g8f8 c5d7 f8e8 d7b8	917	endgame fork
5XHWH	8/ppp3pp/5p2/4p3/Pk1r2P1/1P2RPK1/2P3P1/8 b - - 9 28	c7c5 c2c3 b4a3 c3d4	917	endgame fork rookEndgame
yMVCl	5bk1/3Q1p1p/1p4p1/3B4/p4P2/6P1/q4PK1/8 b - - 1 36	a2a1 d7f7 g8h8 f7f8	918	deflection endgame mate mateIn2
o9ZlM	r3kbnr/pp1b1ppp/1qn1p3/2p1P3/3pNB2/3P1N2/PPP2PPP/R2Q1RK1 b kq - 3 10	g8e7 e4d6 e8d8 d6f7 d8c7 f7h8	922	deflection fork opening
DIIbO	r1bq1r2/pp1n1pp1/5bk1/2pp2N1/3P3P/3QP3/PP3PP1/RN2K2R b KQ - 3 12	g6h6 d3h7	923	mate mateIn1 opening
3F9hp	5r2/5pk1/pq1N1rpp/1p1QR3/1P6/8/1PP2PPP/3R2K1 w - - 1 24	e5e7 b6f2 g1h1 f2f1 d1f1 f6f1	923	backRankMate mate mateIn3 middlegame sacrifice
ZEA0Z	rnbqk2r/ppp1np1p/5Npb/4p3/3P2P1/8/PPPQ1P1P/R3KBNR b KQkq - 1 9	e8f8 d2h6	928	hangingPiece mate mateIn1 opening
xgZpf	4r3/5kpp/8/5p2/3Q2P1/B1P1KP1P/7q/R7 w - - 4 29	e3d3 h2e2	930	endgame mate mateIn1
ENlT3	rnb2rk1/1pp2pp1/8/p1p2N2/2n2R2/P3P3/1P4PP/R1B3K1 b - - 1 19	c4e5 f5e7 g8h7 f4h4	931	kingsideAttack mate mateIn2 middlegame
sAp0g	2k5/1pp5/p2p1b2/4p2q/1P2Pn2/2PP2Q1/P4P2/R2R2K1 w - - 2 31	f2f3 f4e2 g1g2 e2g3	933	endgame fork
DSVRU	r2q1r2/1b3pk1/2p1p1p1/p1QpP1Pp/P2P3n/1P3N2/2PR1P2/3NR1K1 w - - 0 31	f3h4 d8g5 h4g2 g5d2	938	fork middlegame
mm7s3	8/4k3/p3Qp1p/1p1B4/2pP1q1P/P1Pb4/1P6/6K1 b - - 3 38	e7f8 e6f7	939	endgame mate mateIn1
351Cn	2r5/8/5p1R/4p3/4k2N/1P4P1/P1K2n1P/8 w - - 1 34	c2b2 f2d3 b2a1 c8c1	940	endgame mate mateIn2
8NMl1	1R2Q3/kr1r1p2/1p2p1p1/p2pP3/3P1P2/4qN1P/6PK/2R5 b - - 2 39	e3c1 b8a8	947	endgame mate mateIn1
A3nKa	8/6p1/8/6Nk/5P2/1P2qPKP/P7/3R4 w - - 3 51	d1d8 e3g1	947	endgame mate mateIn1
uDlid	1r3k1r/p3bppp/2Bq4/2p5/5P2/5Q1P/PPPP2P1/R1B3K1 w - - 0 16	b2b3 d6d4 g1h2 d4a1	948	fork middlegame
6vJXh	r4rk1/3q1p1p/p4B2/1p1p3Q/1P6/P7/2P3PP/R6K b - - 2 26	d7e6 h5g5	949	endgame mate mateIn1
wZbIQ	4r1k1/6pp/Q7/3p1b2/4q3/2P4P/PB2pnP1/R3R1K1 w - - 0 31	g1f2 e4e3	951	mate mateIn1 middlegame
2VSDr	r2q1rk1/1b3pb1/p3p1n1/3p2B1/2p1P3/1BN2P1Q/PPP2P2/R3K2R b KQ - 1 18	d8g5 h3h7	956	mate mateIn1 middlegame
2hKd1	2r3k1/1p1Q1p1p/pq4pP/2r1p1P1/2n1P3/2P5/P1P5/K1BR3R b - - 1 27	c5c7 d7d8 c8d8 d1d8	957	kingsideAttack mate mateIn2 middlegame sacrifice
snPVi	8/1k3p1p/1P1bp1p1/8/2R5/1P3P2/6P1/6K1 w - - 1 39	c4d4 d6c5 g1h2 c5d4	958	endgame pin
PNQ2J	8/5pkp/np1r1p2/3B4/3NP3/8/PPr3PP/5RK1 b - - 4 21	c2b2 d4f5 g7f8 f5d6	959	endgame fork
4qHct	r1b2bBr/ppppk1pp/8/4N3/3nP3/3P4/PPP2P1P/RNBK4 b - - 0 9	d7d6 c1g5 e7e8 g8f7	959	mate mateIn2 middlegame
LZ3Co	2r3k1/6p1/p1b1p1rp/1p3p2/1P1q1P2/P2B4/2P3PP/3RQR1K w - - 9 25	d3f5 c6g2	960	kingsideAttack mate mateIn1 middlegame
pxLkg	rnb2rk1/ppp2Npp/8/4P2q/2B2Bn1/2PQ4/P1P3PP/1R3K1R b - - 0 15	f8f7 d3d8	960	mate mateIn1 middlegame pin
mlQJi	1k1r2r1/QnNqp1b1/1R6/1P3p1n/3P4/P3P2P/3B1P2/2R2K1N b - - 0 31	b8a7 b6a6 a7b8 a6a8	961	mate mateIn2 middlegame
K9ufO	8/8/5P1k/4K3/6p1/8/8/8 b - - 0 49	h6g6 e5e6 g4g3 f6f7 g6g7 e6e7	962	advancedPawn defensiveMove endgame pawnEndgame
DLWtr	8/R6p/1rp3pk/8/1r2PKP1/8/1P6/8 b - - 0 40	b4b2 g4g5 h6h5 a7h7	962	deflection endgame mate mateIn2 rookEndgame
pJNsM	1k1r3r/2R4p/2pP3n/p1P1n1p1/4p3/4P1K1/P4PPP/5BNR w - - 0 21	f1a6 h6f5 g3h3 g5g4	963	mate mateIn2 middlegame
6FnUF	r2qrbk1/pp3ppp/2n2n2/2p1p1N1/2Pp2bP/PP1BP1N1/1BQP1PP1/R3K2R b KQ - 2 13	h7h6 d3h7 f6h7 c2h7	965	kingsideAttack mate mateIn2 middlegame
4FyZ1	3r2k1/p3R3/2pB1p1P/2Pp1p2/3P2p1/P5P1/2r5/6K1 b - - 2 42	d8f8 e7g7 g8h8 d6f8	965	discoveredAttack endgame
lbRFd	r1b2rk1/pp3p1p/2p3p1/2q4n/2PbP3/2NB4/PPQB2PP/R4R1K w - - 6 16	c3a4 h5g3 h2g3 c5h5	966	clearance kingsideAttack mate mateIn2 middlegame sacrifice
sL9kK	1r5k/p6p/1npN2p1/4RbP1/8/5PP1/P7/6K1 b - - 0 43	b8d8 d6f7 h8g8 f7d8	967	endgame fork
K4V4B	1r3b2/p4pk1/2Q1p3/3p2q1/3Nn3/2P1P2R/PP5P/5R1K w - - 7 28	f1g1 e4f2	969	mate mateIn1 middlegame
FB4QA	8/1bk1p3/2p1Pp2/2P2Pp1/4r1P1/R2p1N2/8/5K2 w - - 4 57	a3d3 b7a6 f1f2 a6d3	972	endgame pin
TgwP7	r1bq3r/1pp1b2p/p1nk1n2/6Q1/2B1NR1P/8/PPPP2P1/R1B3K1 b - - 2 14	f6e4 g5d5	975	mate mateIn1 middlegame
pZyFb	3r2k1/pp3ppp/1bn5/3rq3/1PQ1P2N/P5P1/7P/2B2R1K b - - 0 23	d5d4 c4f7 g8h8 f7f8 d8f8 f1f8	976	backRankMate mate mateIn3 middlegame sacrifice
wuHux	7r/5pp1/8/7n/1P1R4/1kP5/1P2RPPp/7K w - - 2 35	h1h2 h5f4 h2g3 f4e2 g3f3 e2d4	978	discoveredAttack endgame fork
zZ1oy	5R2/p7/5Rpk/7r/r5pP/6K1/8/8 b - - 4 52	h6g7 f6f7 g7h6 f8h8	979	endgame mate mateIn2 rookEndgame
ydld6	5k1Q/1p3pp1/p4r2/2p5/2B5/5P1P/1q3rP1/3R2K1 b - - 1 36	f8e7 h8d8	979	endgame mate mateIn1
DE5HZ	r2r3k/1b2qQp1/4p3/3nN3/7R/7P/1P3PP1/5RK1 b - - 8 28	e7h4 e5g6 h8h7 g6h4	980	fork middlegame
s9ixc	7r/2R2p2/2p3kP/2Pp4/3bpBp1/6P1/5PK1/8 b - - 1 46	d4c5 c7c6 g6h7 c6c5	980	endgame fork
aV7x8	6k1/1p3rqp/p5p1/8/8/2PQ4/P4PKP/R7 b - - 3 31	f7c7 d3d8 g7f8 d8c7	981	deflection endgame
6KJG3	r5k1/pp2p1bp/3p2p1/2pPB1N1/q3P3/7P/P4QP1/5bK1 b - - 0 23	g7e5 f2f7 g8h8 f7h7	982	endgame fork mate mateIn2
pChms	r2qkb1r/pbp2p2/1pnp1p1p/3Np3/4P3/3P1N2/PPP1BPPP/R2Q1RK1 b kq - 1 9	c6e7 d5f6	982	mate mateIn1 opening
lPGMS	r1br2k1/ppp2p1p/6p1/8/1nP3n1/1PN3P1/PN2PP1P/R3KB1R w KQ - 3 13	b2d3 b4c2 e1d2 c2a1	982	fork middlegame
xUqGC	r6r/pp2bk2/2b2nPp/2pq4/3p4/3P2N1/PPP3PP/R1BQ1RK1 b - - 0 15	f7g7 g3f5 d5f5 f1f5	983	fork middlegame
n8V6z	r2q1rk1/pp2p1b1/3pp1pB/4n3/4P3/2N2P2/PPPQ2P1/R3K2R b KQ - 1 15	f8f3 h6g7 g8g7 d2h6	983	attraction kingsideAttack middlegame
jFBDS	r6k/4pp2/3pb1PQ/8/4P3/1Ppq1P2/8/2KN1R2 b - - 1 33	h8g8 h6h7 g8f8 h7h8	984	endgame mate mateIn2
euiMD	8/7p/5K2/7P/p1k5/1p6/PP6/8 w - - 0 51	a2a3 c4d3 h5h6 d3c2 f6g7 c2b2	985	endgame pawnEndgame
N6HN5	6k1/6pp/1pp3p1/3p4/1q1Pn1P1/rN2P2P/1PP1Q3/2KRR3 w - - 0 28	b2a3 b4a3 c1b1 e4c3	987	endgame mate mateIn2
BUk6V	3r1rk1/p1Q3pp/1p3p2/2P5/7P/P3q1P1/1P3R1K/2R5 w - - 1 24	f2c2 d8d2 c2d2 e3d2 h2h3 d2c1	987	endgame fork
bP582	5Nk1/6p1/4p2p/Q4p2/3P2n1/4P1Pq/5P1P/5RK1 w - - 3 37	f1a1 h3h2 g1f1 h2f2	989	endgame mate mateIn2
9hoSE	2r3k1/1r4pp/4Q3/3p4/ppp3P1/Pq5P/5RK1/8 b - - 0 34	g8h8 e6c8	989	backRankMate endgame hangingPiece mate mateIn1
wrQYv	5R2/3k1pQ1/p3p2p/1p2P3/5q2/P6P/5bP1/6K1 w - - 2 29	g1h1 f4c1 h1h2 c1g1	995	endgame mate mateIn2
ivLHw	4rk2/1p4p1/2p2n2/6P1/1P1q4/P7/2Q1p3/1K2R1R1 b - - 0 32	d4g1 e1g1 e2e1q g1e1	996	endgame hangingPiece
vSied	1rb2rk1/6p1/2Q4p/p3q3/2B2p1R/8/P1P3PP/1R5K b - - 2 26	g8h8 h4h6 g7h6 c6h6	996	mate mateIn2 middlegame sacrifice
sGgT2	8/pq2kp1r/1p2pn2/4Q3/5r2/8/PPP3PP/2KR3R b - - 0 23	f4e4 e5d6 e7e8 d6d8	999	mate mateIn2 middlegame
RiJjt	8/ppp4k/7q/P2P2bN/8/1B1R1p1P/P3rP2/6QK w - - 2 35	h5g3 h6h3 g1h2 e2e1 g3f1 e1f1	1004	exposedKing mate mateIn3 middlegame pin
0THMA	rn2kb1r/pp1b1ppp/5q2/2pp4/Q2P4/2N2N2/PP2PPPP/R3KB1R w KQkq - 0 9	c3d5 d7a4 d5f6 g7f6	1006	opening
4FKzD	8/8/8/2p5/3p4/k1pK4/2B5/8 w - - 4 50	d3c4 a3b2 c2d3 c3c2 c4c5 c2c1q	1010	advancedPawn endgame promotion
xlfg9	2kr3r/ppp2ppp/2n5/3NR3/8/7P/PPPQ1Pq1/2KR4 b - - 1 16	c6e5 d5e7 c8b8 d2d8 h8d8 d1d8	1011	backRankMate deflection discoveredAttack mate mateIn3 middlegame
esL8D	4r1rk/1p4q1/p2p1pn1/2p4p/P3Q3/2P1N1P1/1P2BPK1/R3R3 w - - 3 30	e4f3 g6h4 g2f1 h4f3	1018	middlegame pin
QuBqq	8/6B1/6R1/2r2p1p/4p1kP/8/2r2PK1/8 b - - 13 59	g4h4 g7f6	1019	endgame mate mateIn1
O5VxQ	r1bq3r/ppp3kp/3b1nB1/4N1p1/3P4/1QP5/P4PPP/R3R1K1 b - - 0 16	h7g6 b3f7 g7h6 f7g6	1027	mate mateIn2 middlegame
bF02G	8/4R2p/3P1kp1/8/p5PK/3r3P/8/8 w - - 3 47	e7h7 g6g5 h4h5 d3h3	1029	deflection endgame mate mateIn2 rookEndgame
GHLvC	3r2k1/pp3p2/4R1p1/1q4r1/8/4Q3/5PP1/4R1K1 b - - 2 33	f7e6 e3e6 g8h7 e6e7 h7h6 e7d8	1029	endgame exposedKing fork
Iztid	4Q3/1r4pk/5R1p/5q2/8/1p4P1/5P1P/5RK1 b - - 0 45	f5f6 e8e4 f6g6 e4b7	1030	endgame fork
9TqoF	3r1rk1/2p3p1/1p1p2p1/6N1/4P2Q/P2q3P/2p3P1/6RK b - - 1 36	f8f6 h4h7 g8f8 h7h8 f8e7 h8g7 e7e8 g7f6	1032	deflection endgame
huT3v	r4r2/1pp2qbk/p6p/3p4/3Pp3/2P1Pp1R/PP1N3Q/2K4R b - - 1 28	f3f2 h3h6 g7h6 h2h6 h7g8 h6h8	1035	mate mateIn3 middlegame
Tjriq	7k/ppp2p1p/8/2q1n1QB/8/P1P1P2P/1r3PP1/5RK1 w - - 4 28	f1d1 e5f3 h5f3 c5g5	1036	discoveredAttack endgame
cTf5D	8/7p/p7/p7/P4kPP/8/5P2/6K1 w - - 1 36	f2f3 f4f3 g4g5 f3g4 g1f2 g4h4 g5g6 h7g6	1037	endgame pawnEndgame
WomOc	3r2k1/5p1p/p1Q5/2pnBq2/8/2P5/Pr3PPP/3RR1K1 w - - 4 26	d1d5 f5f2 g1h1 f2e1	1042	fork mate mateIn2 middlegame
3b76w	2kr1r2/2p2ppp/p1Q2n2/4N3/3P4/4B3/q4PPP/5RK1 b - - 0 18	d8d6 c6a8	1042	mate mateIn1 middlegame
N5Ggg	5r1k/2p5/3pN3/1P1P2p1/2Q2pP1/2P2P2/7q/4K3 b - - 2 34	f8a8 c4d4 h8g8 d4g7	1043	endgame mate mateIn2
9xkUQ	r3r1k1/1pb2p2/2p3pp/p1N5/3P1P2/P2B2q1/1P1Q4/3RR1K1 w - - 1 24	d2g2 e8e1 d1e1 g3e1	1045	middlegame
gMYR5	rn2k1nr/pQ1bppbp/6p1/2q5/2p5/5N2/PP1BPPPP/RN2KB1R b KQkq - 0 9	d7c6 b7c8	1047	mate mateIn1 opening
J2CGE	5r2/4k3/QpR5/2p1p3/P1P5/1P1P1KP1/7r/8 w - - 5 36	f3e4 h2e2 e4d5 f8d8 c6d6 d8d6	1048	endgame mate mateIn3
WggRE	r3rbk1/1p3pp1/2p4q/p3p3/2P1R3/PP4PP/1BQ2P2/R5K1 b - - 0 24	h6h3 e4h4 h3h4 g3h4	1049	middlegame
ItN4t	r1b3k1/pp2n2p/2n3p1/3pq3/2p4P/P1P5/2PQBPP1/R1B1K2R w KQ - 0 19	d2f4 e5c3 f4d2 c3a1	1050	fork middlegame
v2yA8	3rn1k1/p3qp1p/1p1r2p1/3P4/8/5B1P/PQ3PP1/2RR2K1 w - - 1 24	c1c6 d6c6 d5c6 d8d1 f3d1 e7e1 g1h2 e1d1	1052	discoveredAttack fork middlegame
y8Wp3	2rq1r1k/3bb1pQ/p4p2/1p1NpP2/8/1B3R2/PP4PP/3R3K b - - 0 24	h8h7 f3h3 h7g8 d5e7	1056	doubleCheck mate mateIn2 middlegame
7sqQa	Q2R4/5ppk/6bp/1p6/7P/1P2r1P1/4qPK1/8 b - - 3 32	e2f3 a8f3 e3f3 g2f3	1058	endgame
q90n2	2r1k2r/2qnbppp/p2p4/np2pPP1/8/1BN1BQ2/PPP2P1P/2KR3R w k - 1 16	c3d5 a5b3 a2b3 c7c2	1058	mate mateIn2 middlegame pin
BJ7mY	Rk1r4/6p1/4r1q1/1pP2nPp/2p2P2/4PQ1P/3P4/6K1 b - - 1 31	b8c7 a8a7 c7c8 f3b7	1060	endgame mate mateIn2
llsur	r6k/p3q1bp/2p1b1p1/5p2/4p3/1Q2P3/PP1B1PPP/R3K2R w KQ - 2 19	b3a3 e7a3 b2a3 g7a1	1062	middlegame
ay6Rr	4k3/4Nppp/3Bp3/1b2P3/1P3PP1/2r5/3p3P/R5K1 w - - 0 31	a1d1 c3c1 g1f2 c1d1	1063	endgame pin
9naZr	7r/pp3qpk/1b1R3p/4B3/4P1b1/2PQ1BP1/P4P1P/6K1 w - - 1 25	f3g4 f7f2 g1h1 f2g1	1065	mate mateIn2 middlegame
BgybI	3q3k/2p2Qpr/1p3b2/2n5/6R1/8/P4PPP/4NK2 b - - 2 30	d8d6 f7e8 d6f8 e8f8	1065	mate mateIn2 middlegame
NVaVO	1b2rrk1/ppq3p1/2pN1p1p/2Pn1b2/2NP4/4B3/P4PPP/2RQ1RK1 w - - 2 20	d6e8 c7h2	1069	kingsideAttack mate mateIn1 middlegame
Bpfdu	rnb1kb1r/pppp1p1p/6p1/4P1q1/2B5/3P1Q2/PPP3PP/RN2K1NR b KQkq - 1 7	f8g7 f3f7 e8d8 f7g7	1069	fork opening
JDNO1	2r3k1/p4ppp/1p2p3/8/1r1P1P2/2PB2P1/P1R2K1P/8 b - - 4 26	b4d4 c3d4 c8c2 d3c2	1073	endgame hangingPiece
w3HQS	r4rk1/pp4bp/3p2p1/2pN1b2/4N2q/1P3P2/PPKB3P/R2Q3R w - - 1 19	d2e1 f5e4 f3e4 h4e4 d1d3 e4h1	1075	fork middlegame
phe6a	4k2R/2r1np2/R3pBp1/2P5/1r6/8/6PK/8 b - - 7 47	e8d7 a6d6	1075	endgame mate mateIn1
oA4gb	7k/pp4pp/8/nP3pQ1/Pq1B1P2/8/5P1P/3Rr1K1 w - - 1 34	d1e1 b4e1 g1g2 e1e4 f2f3 e4d4	1076	endgame fork
MAjhL	4Q3/4Rpkp/p4qp1/2p5/2p5/3b2NP/Pr3PP1/4R1K1 w - - 3 32	e7a7 f6f2 g1h2 f2g2	1077	fork mate mateIn2 middlegame
2CioF	6rk/3b4/pn5q/2ppp3/8/1P3NN1/P1P3PP/R2Q2K1 w - - 0 28	f3e5 h6e3 g1h1 e3e5	1077	fork middlegame
R124L	8/p7/5pk1/2pQ3p/2P2p2/1P3P2/P2pr1PP/6K1 w - - 0 35	g1f1 e2e1 f1f2 d2d1q d5d1 e1d1	1078	advancedPawn endgame promotion
sbBfz	r2qk2r/pp2ppb1/2p2nB1/3pN2p/3P2b1/2P1P1P1/PPQN1PP1/R3K2R b KQkq - 0 12	f7g6 c2g6 e8f8 g6f7	1081	fork mate mateIn2 middlegame
nVRjr	2r1qr2/3n1pkp/3p1np1/1p6/3PP3/1B2Q2P/4NPP1/2R2RK1 b - - 0 22	f6e4 c1c8 e8c8 e3e4	1082	middlegame
ufKgq	1r6/8/5pRp/5P1k/4PK2/6P1/1p5P/8 b - - 1 46	b2b1q g3g4 h5h4 g6h6	1082	deflection endgame mate mateIn2
ZEDxU	8/3nkp2/ppbrp3/6p1/P2N4/1PK1RP2/2P3PP/8 b - - 3 33	c6b7 d4f5 e7f8 f5d6	1082	endgame pin
qpayT	6k1/2q1ppbp/3p2p1/1rpP4/5Pn1/R7/1P1NR1PP/4Q1K1 w - - 1 25	e2e7 g7d4 g1h1 g4f2	1083	kingsideAttack middlegame
jY7kW	5kr1/5p2/8/7R/7Q/P6P/1P4PK/3q4 w - - 1 37	h4f4 d1h5 f4d6 f8g7	1084	endgame hangingPiece
